ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE713B01026,SURYLAK.COTT,SURYALAXMI,2018-10-31,92.95,91.95,92.95
INE565E01016,SURYO FOODS,,2018-10-31,7.9,,7.9
INE645H01027,SUTLEJ TEXT,SUTLEJTEX,2018-10-31,103.45,100.7,103.45
INE495B01038,SUVEN LIFE S,SUVEN,2018-10-31,235,231.45,235
INE442P01014,SUYOG TELE,,2018-10-31,401,,401
INE040H01021,SUZLONENERGY,SUZLON,2018-10-31,14.75,14.8,14.8
INE159L01013,SV GLOBAL,,2018-10-31,125,,125
INE119B01018,SVAM SOFTWAR,,2018-10-31,0.93,,0.93
INE895A01023,SVARTCORP,,2018-10-31,8.18,,8.18
INE254H01044,SVC RES,,2018-10-31,13.6,,13.6
INE308E01011,SVPGLOB,,2018-10-31,518.75,,518.75
INE369Q01017,SVPHOUSING,,2018-10-31,28.9,,28.9
INE243N01011,SWAD.POLYTEX,,2018-10-31,12.16,,12.16
INE716M01026,SWADESHI IND,,2018-10-31,2.31,,2.31
INE587J01027,SWAGRUHA,,2018-10-31,6,,6
INE665A01038,SWAN ENG,SWANENERGY,2018-10-31,217.25,217.9,217.9
INE277A01016,SWARAJ ENGIN,SWARAJENG,2018-10-31,2000,2017,2017
INE724G01014,SWARAJAUTO,,2018-10-31,125.9,,125.9
INE967A01012,SWARNASA,,2018-10-31,21.7,,21.7
INE804A01025,SWASTI VINAY,,2018-10-31,4.86,,4.86
INE691C01014,SWASTIK INV,,2018-10-31,174.9,,174.9
INE409B01013,SWELECT,SWELECTES,2018-10-31,472.1,465,472.1
INE948K01011,SWIL,,2018-10-31,28.25,,28.25
INE461D01010,SWISS GLASS,,2018-10-31,208,,208
INE093G01014,SWORDEDGE,,2018-10-31,2.97,,2.97
INE080D01034,SYBLY INDS.,,2018-10-31,6.07,,6.07
INE706F01013,SYLPH TECH,,2018-10-31,6.27,,6.27
INE653R01012,SYMBIOX,,2018-10-31,1.99,,1.99
INE225D01027,SYMPHONY,SYMPHONY,2018-10-31,1865.9,1863.8,1865.9
INE312C01025,SYNCOM FORM.,,2018-10-31,1.82,,1.82
INE602K01014,SYNCOM HEAL,SYNCOM,2018-10-31,6.73,6.7,6.73
INE667A01018,SYNDICATE BN,SYNDIBANK,2018-10-31,73.65,73.65,73.65
INE398R01022,SYNGENE,SYNGENE,2018-10-31,617.45,625,625
INE363L01029,SYNTHIKO FOI,,2018-10-31,36.1,,36.1
INE121D01036,SYSCHEM (I),,2018-10-31,14.8,,14.8
INE410U01011,SYSCO,,2018-10-31,61,,61
INE356B01016,SYSTAMATIX C,,2018-10-31,25.4,,25.4
INE811B01010,T & I GLOBAL,,2018-10-31,87.8,,87.8
INE034F01010,T C M LTD.,,2018-10-31,85.6,,85.6
INE176E01012,T.N.STEEL TU,,2018-10-31,37.05,,37.05
INE148A01019,T.P.L.,TNPETRO,2018-10-31,59.9,59.9,59.9
INE524T01011,TAALENT,,2018-10-31,174,,174
INE392H01018,TAAZAINT,,2018-10-31,11.85,,11.85
INE864T01011,TAHL,,2018-10-31,18.1,,18.1
INE358D01018,TAI INDUST.,,2018-10-31,16.5,,16.5
INE123C01018,TAINWALA CH.,TAINWALCHM,2018-10-31,107,107.35,107.35
INE586B01026,TAJ GVK HOTL,TAJGVK,2018-10-31,185,184.75,185
INE142I01023,TAKE SOLUT,TAKE,2018-10-31,170.3,169.95,170.3
INE187D01011,TALBROS AUTO,TALBROAUTO,2018-10-31,311.5,313,313
INE717E01013,TALBROSENG,,2018-10-31,355,,355
INE502K01016,TALWALKAR,TALWALKARS,2018-10-31,314.95,315.5,315.5
INE868H01017,TAM.JAI.MILL,,2018-10-31,6,,6
INE864J01012,TAMBOLI CAP,,2018-10-31,106.75,,106.75
INE107A01015,TAMIL.NEWSPR,TNPL,2018-10-31,429,429,429
INE141D01018,TAMIL.TELE.,TNTELE,2018-10-31,2.13,2.45,2.45
INE692C01020,TANEJA AERO.,,2018-10-31,60.5,,60.5
INE639B01015,TANFAC IND.,,2018-10-31,121.25,,121.25
INE483C01032,TANLA,TANLA,2018-10-31,34.6,34.65,34.65
INE388G01018,TANTIA CONS,TANTIACONS,2018-10-31,17.45,18.1,18.1
INE978V01015,TANVI,,2018-10-31,75.5,,75.5
INE799L01016,TARA JEWELS,TARAJEWELS,2018-10-31,17.3,17.2,17.3
INE906C01016,TARAI FOODS,,2018-10-31,7.2,,7.2
INE747K01017,TARAPUR TRA,TARAPUR,2018-10-31,7.7,7.7,7.7
INE849M01017,TARINI,,2018-10-31,39,,39
INE924H01018,TARMAT,TARMAT,2018-10-31,67,67,67
INE488B01017,TASTY BITE,TASTYBITE,2018-10-31,9198.95,9190,9198.95
INE092A01019,TATA CHEM.,TATACHEM,2018-10-31,721.25,722,722
INE493A01027,TATA COFFEE,TATACOFFEE,2018-10-31,147.4,147.35,147.4
INE151A01013,TATA COMM,TATACOMM,2018-10-31,625,625,625
INE670A01012,TATA ELXSI,TATAELXSI,2018-10-31,1087.15,1088.45,1088.45
INE672A01018,TATA INVEST.,TATAINVEST,2018-10-31,859.95,860.75,860.75
INE056C01010,TATA METALIK,TATAMETALI,2018-10-31,911.95,913.05,913.05
INE155A01022,TATA MOTORS,TATAMOTORS,2018-10-31,401,400.95,401
INE245A01021,TATA POWER,TATAPOWER,2018-10-31,91.15,91.2,91.2
INE674A01014,TATA SPONGE,TATASPONGE,2018-10-31,1120.95,1120,1120.95
INE081A01012,TATA STEEL,TATASTEEL,2018-10-31,747.25,747.9,747.9
INE517B01013,TATA TELESER,TTML,2018-10-31,7.17,7.1,7.17
INE895C01011,TATA YODOGAW,,2018-10-31,75.9,,75.9
INE192A01025,TATAGLOBAL,TATAGLOBAL,2018-10-31,303.65,303.7,303.7
IN9155A01020,TATAMTRTDVR,TATAMTRDVR,2018-10-31,225.7,225.95,225.95
INE083G01031,TATIA GLOB,,2018-10-31,0.56,,0.56
INE355H01015,TAVERNIER,,2018-10-31,9.35,,9.35
INE760L01018,TBZ LTD,TBZ,2018-10-31,129,129.15,129.15
INE389D01013,TCFC FINANCE,,2018-10-31,38.8,,38.8
INE662L01016,TCI DEVELP,TCIDEVELOP,2018-10-31,490,499.95,499.95
INE911B01018,TCI FINANCE,TCIFINANCE,2018-10-31,36.7,36.75,36.75
INE920B01019,TCI INDUS.,,2018-10-31,951,,951
INE586V01016,TCIEXP,TCIEXP,2018-10-31,540,541,541
INE822C01015,TCPL PACK,TCPLPACK,2018-10-31,659.95,670,670
INE467B01029,TCS LTD.,TCS,2018-10-31,3147.1,3150,3150
INE419M01019,TD POWER,TDPOWERSYS,2018-10-31,191,193.9,193.9
INE985S01024,TEAMLEASE,TEAMLEASE,2018-10-31,2300,2320,2320
INE669C01036,TECH MAH,TECHM,2018-10-31,626,626.2,626.2
INE778A01021,TECHIN,TECHIN,2018-10-31,,11.35,11.35
INE286K01024,TECHNO ELE,TECHNO,2018-10-31,386.35,387.55,387.55
INE545H01011,TECHNOCRAFT,TIIL,2018-10-31,566.95,567.95,567.95
INE509K01011,TECHNOFAB,TECHNOFAB,2018-10-31,250.85,249,250.85
INE757D01011,TEESTA AGRO,,2018-10-31,39,,39
INE010J01012,TEJASNET,TEJASNET,2018-10-31,394,394.6,394.6
INE030T01019,TEJNAKSH,,2018-10-31,400,,400
INE390D01011,TERAI TEA CO,,2018-10-31,55.8,,55.8
INE482B01010,TERASOFTWARE,TERASOFT,2018-10-31,69.05,68.95,69.05
INE435C01024,TEXINFRA,TEXINFRA,2018-10-31,68,68.4,68.4
INE621L01012,TEXMACO RAIL,TEXRAIL,2018-10-31,105.6,105.7,105.7
INE141K01013,TEXMO PIPES,TEXMOPIPES,2018-10-31,25.1,25.45,25.45
INE797H01018,TGBHOTELS,TGBHOTELS,2018-10-31,55.3,55.55,55.55
INE611F01015,TGF MEDIA SY,,2018-10-31,2.2,,2.2
INE284B01028,TGVSL,,2018-10-31,65,,65
INE077P01034,THACKER,,2018-10-31,174,,174
INE403F01017,THAKKERS DEV,,2018-10-31,79.35,,79.35
INE830D01016,THAMBI MOD.,,2018-10-31,5.35,,5.35
INE085J01014,THANGAMAYIL,THANGAMAYL,2018-10-31,589.95,573,589.95
INE121N01019,,THEJO,2018-10-31,,615.55,615.55
INE083B01016,THEMIS MEDIC,THEMISMED,2018-10-31,610,611.95,611.95
INE152A01029,THERMAX,THERMAX,2018-10-31,1250,1260,1260
INE409A01015,THIRU A.SUG.,THIRUSUGAR,2018-10-31,54,54,54
INE338A01016,THIRUMALAI,TIRUMALCHM,2018-10-31,2060.75,2064.9,2064.9
INE332A01027,THOMAS COOK,THOMASCOOK,2018-10-31,239.15,239.6,239.6
INE594H01019,THYROCARE,THYROCARE,2018-10-31,691.9,692.05,692.05
INE484C01022,TIDE WATE(PS,TIDEWATER,2018-10-31,6933,6973.7,6973.7
INE149A01033,TIFHL,TIFIN,2018-10-31,711,699.25,711
INE906O01011,TIGER LOGS,,2018-10-31,219.95,,219.95
INE974X01010,TIINDIA,TIINDIA,2018-10-31,268,268.95,268.95
INE440L01017,TIJARIA PPL,TIJARIA,2018-10-31,13.49,13.95,13.95
INE806C01018,TIL LTD.,TIL,2018-10-31,624,625,625
INE133E01013,TILAKNAG IND,TI,2018-10-31,19.35,19.35,19.35
INE508G01029,TIME TECHNO,TIMETECHNO,2018-10-31,189.35,189.2,189.35
INE289C01025,TIMES GUARAN,TIMESGTY,2018-10-31,65.05,66.9,66.9
INE064A01026,TIMEX GROUP,,2018-10-31,71.45,,71.45
INE325A01013,TIMKEN (I),TIMKEN,2018-10-31,906.55,905.95,906.55
INE015C01016,TINNARUBR,,2018-10-31,60,,60
INE422C01014,TINPLATE,TINPLATE,2018-10-31,266.95,266.5,266.95
INE716B01011,TIPSINDUSTR,TIPSINDLTD,2018-10-31,108,108.6,108.6
INE238Y01018,,TIRUPATI,2018-10-31,,59,59
INE329E01017,TIRUPATI IND,,2018-10-31,13.05,,13.05
INE297J01023,TIRUPATI SAR,,2018-10-31,22.9,,22.9
INE314D01011,TIRUPATI STA,,2018-10-31,22.25,,22.25
INE319Y01016,,TIRUPATIFL,2018-10-31,,59.4,59.4
INE120V01014,TITAANIUM,,2018-10-31,14.68,,14.68
INE615H01020,TITAGARH WAG,TWL,2018-10-31,158,158.45,158.45
INE280A01028,TITAN,TITAN,2018-10-31,885,884.95,885
INE150C01011,TITAN BIOTEC,,2018-10-31,70.95,,70.95
INE090D01017,TITAN SECUR.,,2018-10-31,6.59,,6.59
INE759V01019,TMRVL,TMRVL,2018-10-31,154,155,155
INE944B01019,TODAYS,,2018-10-31,2.36,,2.36
INE312M01016,TOHEAL PHARM,,2018-10-31,1.33,,1.33
INE546D01018,TOKYO FINANC,,2018-10-31,8.77,,8.77
INE932C01012,TOKYO PLAST,TOKYOPLAST,2018-10-31,126.2,126.3,126.3
INE813H01021,TORNT POWER,TORNTPOWER,2018-10-31,289.45,290.75,290.75
INE685A01028,TORRENT PHAR,TORNTPHARM,2018-10-31,1369.75,1369.95,1369.95
INE336X01012,,TOTAL,2018-10-31,,58,58
INE109E01013,TOTAL EXPORT,,2018-10-31,1.3,,1.3
INE486Y01013,,TOUCHWOOD,2018-10-31,,59,59
INE305A01015,TOURISM FINA,TFCILTD,2018-10-31,161,161.2,161.2
INE311M01018,TOWA SOKKI,,2018-10-31,5.5,,5.5
INE457P01020,TOYAMIND,,2018-10-31,7.3,,7.3
INE413G01014,TPL PLAST,TPLPLASTEH,2018-10-31,664.7,674,674
INE901C01017,TPROJECT,,2018-10-31,26.05,,26.05
INE019B01010,TRANSCHEM,,2018-10-31,37,,37
INE330E01023,TRANSCORP IN,,2018-10-31,45.5,,45.5
INE360D01014,TRANSFREIGHT,,2018-10-31,22.25,,22.25
INE773D01018,TRANSGENE BI,,2018-10-31,2.36,,2.36
INE213P01019,TRANSGL.FOOD,,2018-10-31,5.96,,5.96
INE687A01016,TRANSPEK,,2018-10-31,1329.9,,1329.9
INE688A01022,TRANSPORT CO,TCI,2018-10-31,280,281.5,281.5
INE804H01012,TRANSWARRANT,TFL,2018-10-31,13.2,13.15,13.2
INE792X01016,,TRANSWIND,2018-10-31,,33.05,33.05
INE759D01017,TRC FINAN.SE,,2018-10-31,16.84,,16.84
INE040M01013,TREE HOUSE,TREEHOUSE,2018-10-31,13.89,14.15,14.15
INE219F01017,TREND ELECT,,2018-10-31,12.93,,12.93
INE849A01020,TRENT LTD.,TRENT,2018-10-31,321,321.95,321.95
INE391D01019,TRF LTD.,TRF,2018-10-31,234.5,236,236
INE843F01014,TRICOMFRU,,2018-10-31,5.73,,5.73
INE064C01014,TRIDENT,TRIDENT,2018-10-31,80,80,80
INE179D01018,TRIDENTTOOL,,2018-10-31,12.45,,12.45
INE948A01012,TRIGYN TECH,TRIGYN,2018-10-31,164.2,164.25,164.25
INE454E01013,TRIJAL IND.,,2018-10-31,1.83,,1.83
INE763I01026,TRIL,TRIL,2018-10-31,36.5,36.5,36.5
INE532D01018,TRILOGIC,,2018-10-31,0.98,,0.98
INE314I01036,TRIMURTHI,,2018-10-31,9.56,,9.56
INE234G01014,TRIO MERCAN,,2018-10-31,12.5,,12.5
INE238C01014,TRISHAKTI EL,,2018-10-31,14.95,,14.95
INE982C01033,TRITON CORP.,,2018-10-31,0.29,,0.29
INE440G01017,TRITON VALVE,,2018-10-31,2398,,2398
INE567D01022,TRITRADE,,2018-10-31,0.49,,0.49
INE256C01024,TRIVENI ENGG,TRIVENI,2018-10-31,66.5,66.5,66.5
INE094C01011,TRIVENI GLAS,,2018-10-31,22.9,,22.9
INE152M01016,TRIVENITURB,TRITURBINE,2018-10-31,129.5,130.1,130.1
INE480M01011,TSIL,THOMASCOTT,2018-10-31,17.5,,17.5
INE592B01016,TT LTD.,TTL,2018-10-31,112.4,113.35,113.35
INE071Y01013,TTFL,,2018-10-31,87,,87
INE404F01031,TTIENT,,2018-10-31,1.4,,1.4
INE812Q01016,TTIL,,2018-10-31,7.41,,7.41
INE910C01018,TTK HEALTHCA,TTKHLTCARE,2018-10-31,847,840.15,847
INE690A01010,TTK PRESTIGE,TTKPRESTIG,2018-10-31,7570,7499.25,7570
INE379C01016,TULIP STAR H,,2018-10-31,54.3,,54.3
INE474I01012,TULSI EXTRU,TULSI,2018-10-31,3,2.95,3
INE064R01012,TUMUS ELECTR,,2018-10-31,71.2,,71.2
INE400A01014,TUTICORIN.,,2018-10-31,14,,14
INE038F01029,TV TODAY,TVTODAY,2018-10-31,461.55,461.7,461.7
INE886H01027,TV18BRDCST,TV18BRDCST,2018-10-31,63.35,63.35,63.35
INE494B01023,TVS MOTOR L,TVSMOTOR,2018-10-31,717.25,712,717.25
INE421C01016,TVS SRICHAKR,TVSSRICHAK,2018-10-31,3640,3640.1,3640.1
INE236G01019,TVSELE,TVSELECT,2018-10-31,395.95,395,395.95
INE871L01013,TVVISION,TVVISION,2018-10-31,19.85,19.95,19.95
INE070B01013,TWINSTAR SOF,,2018-10-31,2.28,,2.28
INE443B01012,TYCHE INDS,,2018-10-31,131.5,,131.5
INE945B01016,TYROON TEA,,2018-10-31,61,,61
INE139B01016,UCAL FUEL,UCALFUEL,2018-10-31,293.9,294.25,294.25
INE691A01018,UCOBANK,UCOBANK,2018-10-31,31.75,31.7,31.75
INE225C01029,UDAIPUR CEME,,2018-10-31,28.75,,28.75
INE551B01012,UDAYJEW,,2018-10-31,37.35,,37.35
INE493E01029,UDL,,2018-10-31,69.3,,69.3
INE516A01017,UFLEX LTD,UFLEX,2018-10-31,443,442.5,443
INE527H01019,UFO,UFO,2018-10-31,476.75,469.95,476.75
INE071E01023,UGAR SUGAR,UGARSUGAR,2018-10-31,23.85,23.75,23.85
INE899L01022,UJAAS,UJAAS,2018-10-31,25.15,25.5,25.5
INE334L01012,UJJIVAN,UJJIVAN,2018-10-31,385.4,385.75,385.75
INE010R01015,ULTRACAB,,2018-10-31,100,,100
INE405A01021,ULTRAMARINE,,2018-10-31,360.95,,360.95
INE481G01011,ULTRATECH CM,ULTRACEMCO,2018-10-31,4395.05,4405.9,4405.9
INE864B01027,UMANG DAIR,UMANGDAIRY,2018-10-31,101.7,101.75,101.75
INE240C01028,UMESL,UMESLTD,2018-10-31,1.52,1.45,1.52
INE173U01015,UMIYA,,2018-10-31,107,,107
INE361D01012,UNI ABEX,,2018-10-31,538,,538
INE951C01012,UNI OFF AUTO,,2018-10-31,2.7,,2.7
INE980D01019,UNI ROYAL IN,,2018-10-31,9.58,,9.58
INE203T01012,UNIAUTO,,2018-10-31,61,,61
INE351A01035,UNICHEM LAB,UNICHEMLAB,2018-10-31,362,362.05,362.05
INE348N01026,UNIMODE OVER,,2018-10-31,3.66,,3.66
INE692A01016,UNION BANK L,UNIONBANK,2018-10-31,136.9,137,137
INE037A01022,UNIPHOS ENT.,UNIENTER,2018-10-31,96,96.2,96.2
INE950G01015,UNIPLY IND,UNIPLY,2018-10-31,460,461.95,461.95
INE333E01019,UNIQUE ORGAN,,2018-10-31,12.96,,12.96
INE602H01010,UNIROYAL MAR,,2018-10-31,15.85,,15.85
INE210P01015,UNISHIRE,,2018-10-31,7.67,,7.67
INE099D01018,UNISON,,2018-10-31,47,,47
INE808C01014,UNISTAR MULT,,2018-10-31,3.14,,3.14
INE854D01016,UNITD SPR,MCDOWELL-N,2018-10-31,3310.75,3309.7,3310.75
INE929K01011,UNITECH INTE,,2018-10-31,9.4,,9.4
INE694A01020,UNITECH LTD,UNITECH,2018-10-31,8.85,8.85,8.85
INE695A01019,UNITED BANK,UNITEDBNK,2018-10-31,16.95,16.9,16.95
INE686F01025,UNITED BREWA,UBL,2018-10-31,1160,1155.5,1160
INE696A01025,UNITED BREWE,UBHOLDINGS,2018-10-31,10.41,10.25,10.41
INE858C01027,UNITED CRED.,,2018-10-31,17.55,,17.55
INE961D01019,UNITED DRILL,,2018-10-31,308.9,,308.9
INE357P01014,UNITED LEA(N,,2018-10-31,17.35,,17.35
INE368U01011,,UNITEDPOLY,2018-10-31,,34,34
INE458F01011,,UNITEDTEA,2018-10-31,,452.7,452.7
INE466H01028,UNITY INFRA,UNITY,2018-10-31,7.1,7.1,7.1
INE279A01012,UNIV.CABLE,UNIVCABLES,2018-10-31,162.35,163,163
INE621D01019,UNIV.PRIME,,2018-10-31,2.68,,2.68
INE113E01015,UNIV.STARCH,,2018-10-31,24,,24
INE562X01013,,UNIVASTU,2018-10-31,,74.9,74.9
INE464B01018,UNIVERSAL A,,2018-10-31,0.85,,0.85
INE607F01039,UNIVERSAL CR,,2018-10-31,3.71,,3.71
INE207A01013,UNIWORTH LTD,,2018-10-31,0.96,,0.96
INE576D01015,UNJHA FORMUL,,2018-10-31,14.54,,14.54
INE819K01014,UPASANA FIN.,,2018-10-31,33.4,,33.4
INE628A01036,UPL,UPL,2018-10-31,777.55,777,777.55
INE448F01012,UPROTECH,,2018-10-31,4.88,,4.88
INE890B01014,UPSURGE INV.,,2018-10-31,79,,79
INE550C01020,URJA GLOBAL,URJA,2018-10-31,10.2,9.35,10.2
INE228A01035,USHA MART.LT,USHAMART,2018-10-31,27.1,27.15,27.15
INE981D01025,USHDEV INTNL,,2018-10-31,2.15,,2.15
INE235G01011,USHER AGRO,USHERAGRO,2018-10-31,7.98,8.2,8.2
INF789F01059,UTI GOLD ETF,GOLDSHARE,2018-10-31,2679,2669,2679
INF789FC1N82,UTINEXT50,UTINEXT50,2018-10-31,309.05,309.25,309.25
INF789FB1X41,UTINIFTETF,UTINIFTETF,2018-10-31,1130.15,1143,1143
INF789FB1X58,UTISENSETF,UTISENSETF,2018-10-31,375,373.9,375
INE184E01024,UTLINDS,,2018-10-31,7.75,,7.75
INE699A01011,UTTAM GALVA,UTTAMSTL,2018-10-31,21.8,21.8,21.8
INE786F01031,UTTAM SUGAR,UTTAMSUGAR,2018-10-31,119.2,119.4,119.4
INE292A01023,UTTAMVALUE,UVSL,2018-10-31,0.32,0.35,0.35
INE951I01027,V GUARD IND,VGUARD,2018-10-31,235,235.95,235.95
INE945H01013,V2RETAIL,V2RETAIL,2018-10-31,442.5,442.1,442.5
INE418B01048,VAARAD,,2018-10-31,17.15,,17.15
INE693D01018,VADILAL ENT,,2018-10-31,939.5,,939.5
INE694D01016,VADILAL IND,VADILALIND,2018-10-31,880,861,880
INE884A01019,VAIBHAVGBL,VAIBHAVGBL,2018-10-31,746.35,760,760
INE972X01014,,VAISHALI,2018-10-31,,70.25,70.25
INE051B01021,VAKRANGEE,VAKRANGEE,2018-10-31,447.5,447.95,447.95
INE760B01019,VALIANT COMM,,2018-10-31,84,,84
INE565V01010,VALIANTORG,,2018-10-31,795,,795
INE862K01014,VALLABH POLY,,2018-10-31,9.82,,9.82
INE457E01016,VALLABH STEL,,2018-10-31,34.5,,34.5
INE808A01018,VALSON INDUS,,2018-10-31,41.1,,41.1
INE352A01017,VALUE IND L,VALUEIND,2018-10-31,7.78,8,8
INE685D01022,VAMA INDS,,2018-10-31,26.25,,26.25
INE380C01014,VAMSHI RUBB.,,2018-10-31,51.5,,51.5
INE219M01021,VANDANA,,2018-10-31,0.24,,0.24
INE661Q01017,VANICOM,,2018-10-31,6.36,,6.36
INE695X01011,VANTABIO,,2018-10-31,64.9,,64.9
INE069B01015,VANTAGE CORP,,2018-10-31,13.6,,13.6
INE701A01023,VARD HOLDNG,VHL,2018-10-31,4849.95,4878.95,4878.95
INE825A01012,VARDH TEXT,VTL,2018-10-31,1325,1344.95,1344.95
INE116G01013,,VARDHACRLC,2018-10-31,,49.85,49.85
INE115C01014,VARDHMAN,,2018-10-31,7,,7
INE458E01014,VARDHMAN IND,,2018-10-31,13.78,,13.78
INE835A01011,VARDHMAN POL,VARDMNPOLY,2018-10-31,34.35,34.5,34.5
INE192C01013,VAS INFRA,,2018-10-31,13.6,,13.6
INE893I01013,VASCON ENG,VASCONEQ,2018-10-31,42.3,42.3,42.3
INE590L01019,VASWANI IND,VASWANI,2018-10-31,16.25,16,16.25
INE956G01038,VATECH WABA,WABAG,2018-10-31,616.1,616,616.1
INE761B01017,VAX HSG.FIN.,,2018-10-31,4.68,,4.68
INE114E01013,VBC FERRO,,2018-10-31,49.4,,49.4
INE334E01017,VBIND,,2018-10-31,113.75,,113.75
INE200M01013,VBL,VBL,2018-10-31,697.95,698,698
INE460E01010,VCCL LTD,,2018-10-31,4.17,,4.17
INE488C01015,VCK CAPITAL,,2018-10-31,1.06,,1.06
INE359B01010,VEDAVAAG,,2018-10-31,61,,61
INE205A01025,VEDL,VEDL,2018-10-31,346.4,346.45,346.45
INE466D01019,VEEJAY LAKSH,,2018-10-31,60,,60
INE255E01030,VEER ENERGY,,2018-10-31,39.45,,39.45
INE882C01035,VEERHEALTH,,2018-10-31,17.5,,17.5
INE761D01021,VEGETABLE,,2018-10-31,3.8,,3.8
INE548D01014,VELAN HOTELS,,2018-10-31,9.03,,9.03
INE232E01013,VELJAN,,2018-10-31,1099.95,,1099.95
INE398A01010,VENKEYS (I),VENKEYS,2018-10-31,2780.95,2785,2785
INE204D01022,VENLON ENTR,,2018-10-31,3.99,,3.99
INE810C01044,VENTURA TEXL,,2018-10-31,4.24,,4.24
INE411B01019,VENUS REMEDI,VENUSREM,2018-10-31,91.7,91.7,91.7
INE379J01029,VERITAS,,2018-10-31,182.5,,182.5
INE316D01024,VERTEX SEC.,,2018-10-31,2.95,,2.95
INE188Y01015,,VERTOZ,2018-10-31,,214,214
INE386A01015,VESUVIUS IND,VESUVIUS,2018-10-31,1426.15,1436,1436
INE918N01018,VETO,VETO,2018-10-31,223.6,223.5,223.6
INE159N01027,VFL,VIJIFIN,2018-10-31,11.81,11.75,11.81
INE761Q01015,VGCL,,2018-10-31,70.1,,70.1
INE324N01027,VIAANINDUS,,2018-10-31,36.95,,36.95
INE048C01017,VICEROY HOTE,VICEROY,2018-10-31,18,18.15,18.15
INE203D01016,VICTORIA MIL,,2018-10-31,3880,,3880
INE962E01015,VICTORY PAPR,,2018-10-31,59.4,,59.4
INE703A01011,VIDEOCON IND,VIDEOIND,2018-10-31,18.8,18.8,18.8
INE632C01026,VIDHIING,VIDHIING,2018-10-31,95,94.65,95
INE564S01019,VIDLI,,2018-10-31,108.85,,108.85
INE806F01011,VIJAY SHA.BU,VIJSHAN,2018-10-31,26.45,26.7,26.7
INE362D01010,VIJAY SOLVEX,,2018-10-31,562,,562
INE256G01033,VIJAY TEXTIL,,2018-10-31,62.8,,62.8
INE705A01016,VIJAYA BANK,VIJAYABANK,2018-10-31,65,65,65
INE767B01014,VIKAS GRAN,,2018-10-31,6.42,,6.42
INE706A01022,VIKAS WSP,,2018-10-31,17.54,,17.54
INE806A01020,VIKASECO,VIKASECO,2018-10-31,42,42.1,42.1
INE337E01010,VIKRAM THERM,,2018-10-31,118.9,,118.9
INE067D01015,VIMAL OIL FD,,2018-10-31,12.75,,12.75
INE579C01029,VIMTA LABS,VIMTALABS,2018-10-31,221.4,221,221.4
INE410B01029,VINATI ORG.,VINATIORGA,2018-10-31,953.9,957.7,957.7
INE581M01016,VINAYAK POL,,2018-10-31,13.19,,13.19
INE707A01012,VINDHYA TELE,VINDHYATEL,2018-10-31,1121,1140,1140
INE153C01015,VINTAGE SECU,,2018-10-31,15.22,,15.22
INE043B01028,VINTRON INF.,,2018-10-31,0.44,,0.44
INE250B01029,VINYL CHEM,VINYLINDIA,2018-10-31,109.95,109.85,109.95
INE526H01011,VINYOFLEX LT,,2018-10-31,35,,35
INE054A01027,VIP INDUS.,VIPIND,2018-10-31,345.3,345.65,345.65
INE450G01024,VIPCLOTHNG,VIPCLOTHNG,2018-10-31,78.5,78.45,78.5
INE660D01017,VIPPY SPIN.,,2018-10-31,52.25,,52.25
INE946H01037,VIPUL LTD,VIPULLTD,2018-10-31,75,74.5,75
INE834D01018,VIPULORG,,2018-10-31,186,,186
INE295C01014,VIRAT CRANE,,2018-10-31,50,,50
INE467D01017,VIRAT INDUS.,,2018-10-31,187.8,,187.8
INE400B01020,VIRGOGLOB,,2018-10-31,0.4,,0.4
INE539B01017,VIRINCHI,,2018-10-31,130,,130
INE247C01023,VIRTUAL GLO,,2018-10-31,2,,2
INE286H01012,VISA STEEL,VISASTEEL,2018-10-31,19.3,19.3,19.3
INE309H01020,VISAGAR FIN,,2018-10-31,1.04,,1.04
INE370E01029,VISAGAR POL,VIVIDHA,2018-10-31,1.27,1.25,1.27
INE392A01013,VISAKA IND.,VISAKAIND,2018-10-31,754.95,759.9,759.9
INE890S01018,VISCO,,2018-10-31,18.7,,18.7
INE861A01058,VISESH INFO.,VISESHINFO,2018-10-31,0.22,0.2,0.22
INE755Q01025,VISHAL,,2018-10-31,381.1,,381.1
INE060T01024,VISHALBL,,2018-10-31,68.7,,68.7
INE270I01014,VISHNU CHEM,VISHNU,2018-10-31,399.75,396,399.75
INE661D01015,VISION CORPO,,2018-10-31,1.06,,1.06
INE515B01025,VISIONCINE,,2018-10-31,2.03,,2.03
INE427C01021,VISTA PHARMA,,2018-10-31,43.75,,43.75
INE878P01019,VISTARAMAR,,2018-10-31,15.5,,15.5
INE186Q01023,VITANAGRO,,2018-10-31,4.94,,4.94
INE984E01027,VIVANZA,,2018-10-31,70.05,,70.05
INE737C01023,VIVID IND,,2018-10-31,63.2,,63.2
INE526G01021,VIVIMED LABS,VIVIMEDLAB,2018-10-31,90.25,90.45,90.45
INE380K01017,VIVO BIO TEC,,2018-10-31,50,,50
INE117F01013,VJTFEDU,,2018-10-31,63,,63
INE211P01021,VKJINFRA,,2018-10-31,2.46,,2.46
INE709A01018,VLS FINANCE,VLSFINANCE,2018-10-31,91.5,91.65,91.65
INE665J01013,VMART,VMART,2018-10-31,1542,1542.1,1542.1
