ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE913H01037,ENDURANCE,ENDURANCE,2018-10-31,1209.5,1207.9,1209.5
INE306C01019,ENERGY DEV.,ENERGYDEV,2018-10-31,27.25,27.45,27.45
INE510A01028,ENGINRS.(I),ENGINERSIN,2018-10-31,178.9,179,179
INE130L01014,ENKEI WHEEL,,2018-10-31,399,,399
INE755H01016,ENNORE COKE,,2018-10-31,2.21,,2.21
INE322C01016,ENSA STEEL,,2018-10-31,3.15,,3.15
INE265F01028,ENT NETWORK,ENIL,2018-10-31,743,745,745
INE439G01019,ENTERPR.INTE,,2018-10-31,7.98,,7.98
INE601C01013,ENVAIN ELECT,,2018-10-31,19,,19
INE076H01025,EON ELECT,EON,2018-10-31,103.95,102.8,103.95
INE215D01010,EPC INDUS.,,2018-10-31,195.8,,195.8
INE932F01015,EPIC ENERGY,,2018-10-31,9.25,,9.25
INF754K01EM9,,EQ30,2018-10-31,,244.9,244.9
INE988K01017,EQUITAS,EQUITAS,2018-10-31,151.3,151.35,151.35
INE406M01024,ERIS,ERIS,2018-10-31,785.45,787.9,787.9
INE416L01017,EROS MEDIA,EROSMEDIA,2018-10-31,207.45,207.3,207.45
INE404L01039,ESAAR (I)LTD,,2018-10-31,2.95,,2.95
INE284A01012,ESAB INDIA,ESABINDIA,2018-10-31,796.1,794.5,796.1
INE359A01012,ESCORT FINAN,,2018-10-31,3.77,,3.77
INE042A01014,ESCORTS LTD.,ESCORTS,2018-10-31,841.85,842,842
INE220A01032,ESKAY KNIT,,2018-10-31,0.26,,0.26
INE825H01017,ESS DEE ALUM,ESSDEE,2018-10-31,73,73.4,73.4
INE143K01019,ESSAR SECU,,2018-10-31,5.86,,5.86
INE122M01019,ESSAR SHIP,ESSARSHPNG,2018-10-31,28.9,28.9,28.9
INE255A01020,ESSEL PROP,ESSELPACK,2018-10-31,290.05,292,292
INE209O01028,ESTEEM BIO,,2018-10-31,23.75,,23.75
INE778B01029,ESTER INDUS.,ESTER,2018-10-31,74,73.35,74
INE937K01014,ETIL,,2018-10-31,9.6,,9.6
INE535P01015,EURO ASIA,,2018-10-31,5.05,,5.05
INE649H01011,EURO CERAMIC,EUROCERA,2018-10-31,7.9,7.95,7.95
INE940E01011,EURO LEDAR F,,2018-10-31,17.8,,17.8
INE063J01011,EURO MULTI,EUROMULTI,2018-10-31,2.22,,2.22
INE022C01012,EUROTEX IND,EUROTEXIND,2018-10-31,39.4,37.95,39.4
INE128A01029,EVEREADY (I),EVEREADY,2018-10-31,421.7,421,421.7
INE295A01018,EVEREST INDS,EVERESTIND,2018-10-31,577.05,579.9,579.9
INE184H01027,EVEREST KANT,EKC,2018-10-31,57.65,57.7,57.7
INE334C01029,EVEREST ORG.,,2018-10-31,150,,150
INE339D01034,EVERLON SYN.,,2018-10-31,22.77,,22.77
INE501O01036,EXCAST,,2018-10-31,1.07,,1.07
INE688J01015,EXCEL,EXCEL,2018-10-31,36.95,36,36.95
INE223G01017,EXCEL CROP.,EXCELCROP,2018-10-31,3649.05,3640,3649.05
INE369A01029,EXCEL INDUST,EXCELINDUS,2018-10-31,728,729.95,729.95
INE302A01020,EXIDE IND.,EXIDEIND,2018-10-31,227.75,228.05,228.05
INE335G01019,EXPLICIT FIN,,2018-10-31,3.19,,3.19
INE561D01025,EXPO GAS,,2018-10-31,10.08,,10.08
INE828G01013,FACOR ALLOYS,,2018-10-31,3.87,,3.87
INE959A01019,FAIRCHEM,FAIRCHEM,2018-10-31,414.9,412.65,414.9
INE719D01011,FAIRDEAL FIL,,2018-10-31,45.75,,45.75
INE963C01033,FAZE THREE L,,2018-10-31,90,,90
INE220J01025,FCONSUMER,FCONSUMER,2018-10-31,65.5,65.5,65.5
INE258B01022,FDC LIMITED,FDC,2018-10-31,237.05,236.8,237.05
INE529A01010,FED MOG GOE,FMGOETZE,2018-10-31,557.25,553.95,557.25
INE249C01011,FEDDERELEC,FEDDERELEC,2018-10-31,86,80.2,86
INE171A01029,FEDERAL BANK,FEDERALBNK,2018-10-31,101.85,101.9,101.9
INE623B01027,FEL,FEL,2018-10-31,43.2,42.95,43.2
IN9623B01058,FELDVR,FELDVR,2018-10-31,41.95,42.5,42.5
INE901X01013,,FELIX,2018-10-31,,33,33
INE138D01014,FENOPLAS.LTD,,2018-10-31,78.85,,78.85
INE912A01026,FERRO ALLOYS,,2018-10-31,12.7,,12.7
INE188A01015,FERT CHE(PS,FACT,2018-10-31,63.9,64,64
INE258M01011,FERVENTSYN,,2018-10-31,22.8,,22.8
INE512A01016,FGP LTD.,,2018-10-31,1.38,,1.38
INE296C01020,FIBERWB IN,,2018-10-31,170.3,,170.3
INE737H01014,FIEM INDS,FIEMIND,2018-10-31,950,942.05,950
INE185E01013,FILAT FASH,,2018-10-31,3.07,,3.07
INE816B01019,FILATEX INDI,FILATEX,2018-10-31,218,218.75,218.75
INE541R01019,FILTRA,,2018-10-31,24.1,,24.1
INE087E01011,FINELINE CI,,2018-10-31,13.05,,13.05
INE045J01026,FINEOTEX CH,FCL,2018-10-31,68.85,68.9,68.9
INE734I01027,FINKURVE,,2018-10-31,51,,51
INE235A01022,FINOL. CABLE,FINCABLES,2018-10-31,740.05,744,744
INE183A01016,FINOLEX IND.,FINPIPE,2018-10-31,654,649.85,654
INE609B01018,FIRST CUSTO.,,2018-10-31,27.2,,27.2
INE683B01047,FIRSTOBJ,,2018-10-31,17,,17
INE315J01015,,FIRSTWIN,2018-10-31,,3.3,3.3
INE750L01019,FIVEXTRADE,,2018-10-31,0.65,,0.65
INE954B01018,FLEX FOODS,,2018-10-31,135,,135
INE060J01017,FLEXITUFF,FLEXITUFF,2018-10-31,80.5,79.45,80.5
INE318U01016,FLORACORP,,2018-10-31,10.56,,10.56
INE211G01020,FLORENCE,,2018-10-31,2199.95,,2199.95
INE459C01016,FLUIDOMAT,,2018-10-31,207.5,,207.5
INE360L01017,FMNL,FMNL,2018-10-31,136,138.65,138.65
INE593W01010,,FOCUS,2018-10-31,,183,183
INE241E01014,FOMENTO HOTE,,2018-10-31,151,,151
INE976E01015,FOODS & INNS,,2018-10-31,1435,,1435
INE518A01013,FORBES & CO,,2018-10-31,4049.95,,4049.95
INE451A01017,FORCE MOTR,,2018-10-31,3160,,3160
INE061F01013,FORTIS,FORTIS,2018-10-31,147.25,147.5,147.5
INE842B01015,FORTIS MLR,,2018-10-31,62.7,,62.7
INE924D01017,FORTUNE FIN.,FORTUNEFIN,2018-10-31,258.95,258,258.95
INE519A01011,FOSECO INDIA,FOSECOIND,2018-10-31,1800,1799.4,1800
INE382T01014,,FOURTHDIM,2018-10-31,,199.85,199.85
INE399S01010,FRANKLIN,,2018-10-31,53.95,,53.95
INE789R01014,FRANKLININD,,2018-10-31,12.39,,12.39
INE184Q01010,FRASER,,2018-10-31,8.3,,8.3
INE194R01017,FREDUN,,2018-10-31,142.7,,142.7
INE795D01011,FRESHTROP FR,,2018-10-31,158.9,,158.9
INE752P01024,FRETAIL,FRETAIL,2018-10-31,563.1,562.8,563.1
INE485D01035,FRONT BUSS,,2018-10-31,8.65,,8.65
INE773B01012,FRONT SEC,,2018-10-31,71,,71
INE547B01028,FRONTIER,,2018-10-31,2.25,,2.25
INE572D01014,FRONTIER SPR,,2018-10-31,219.95,,219.95
INE836C01015,FRUTION,,2018-10-31,13.66,,13.66
INE935Q01015,FSC,FSC,2018-10-31,687,689,689
INE684F01012,FSL,FSL,2018-10-31,42.3,42.35,42.35
INE105R01013,FUNNY,,2018-10-31,9.21,,9.21
INE241F01011,FUT SOL,,2018-10-31,37,,37
INE452O01016,FUTLIF FAS,FLFL,2018-10-31,386.65,385.9,386.65
INE631D01026,G.G.DANDEKAR,,2018-10-31,82.65,,82.65
INE131D01019,G.K.CONSULT.,,2018-10-31,7.02,,7.02
INE075D01018,G.M.BREWERI,GMBREW,2018-10-31,915,916.75,916.75
INE736H01024,G.S.AUTO INT,,2018-10-31,16.85,,16.85
INE395B01048,G.V.FILMS,,2018-10-31,0.84,,0.84
INE524A01029,GABRIEL(I),GABRIEL,2018-10-31,175,173.75,175
INE076D01016,GAGAN GASES,,2018-10-31,8.95,,8.95
INE297L01011,GAGAN POLYCO,,2018-10-31,3.59,,3.59
INE129A01019,GAIL (I) LTD,GAIL,2018-10-31,482,483.7,483.7
INE255C01018,GALADA TELE.,,2018-10-31,7,,7
INE803L01016,GALAXY AGRIC,,2018-10-31,33.6,,33.6
INE020S01012,GALAXY BEAR.,,2018-10-31,41.15,,41.15
INE403B01016,GALAXY ENTER,,2018-10-31,26.5,,26.5
INE297H01019,GALLAN METAL,GALLANTT,2018-10-31,43.5,43.75,43.75
INE528K01011,GALLISPAT,GALLISPAT,2018-10-31,329,328.9,329
INE259B01020,GAMMON INDIA,GAMMONIND,2018-10-31,6.54,6.45,6.54
INE181G01025,GAMMON INFRA,GAMMNINFRA,2018-10-31,3.59,3.6,3.6
INE524B01027,GANDHI SP.TU,GANDHITUBE,2018-10-31,427,427.5,427.5
INE388A01029,GANESH BENZO,,2018-10-31,87.75,,87.75
INE845D01014,GANESH ECOSP,GANECOS,2018-10-31,417.55,409.7,417.55
INE460C01014,GANESH HSG.,GANESHHOUC,2018-10-31,161.6,161.9,161.9
INE278O01015,GANGAPAPERS,,2018-10-31,61.3,,61.3
INE335W01016,GANGESSEC,GANGESSECU,2018-10-31,102.9,100.4,102.9
INE526A01016,GARDEN SILK,GARDENSILK,2018-10-31,41,41.2,41.2
INE194E01015,GARG FURNACE,,2018-10-31,10.7,,10.7
INE797D01017,GARNET CONST,,2018-10-31,35,,35
INE590B01010,GARNET INTL,,2018-10-31,1765,,1765
INE925D01014,GARWA.MARINE,,2018-10-31,4.15,,4.15
INE291A01017,GARWARE POLY,,2018-10-31,187,,187
INE340D01016,GARWARE SYN.,,2018-10-31,10,,10
INE276A01018,GARWARE WALL,GARWALLROP,2018-10-31,1026,1024.95,1026
INE852F01015,GATEWAY DIST,GDL,2018-10-31,237.4,233.25,237.4
INE152B01027,GATI LTD.,GATI,2018-10-31,133.4,133.45,133.45
INE052E01015,GAYATRI BIO,,2018-10-31,10.5,,10.5
INE336H01023,GAYATRI PROJ,GAYAPROJ,2018-10-31,211.4,212,212
INE622E01023,GAYATRI SUGR,,2018-10-31,10.72,,10.72
INE377M01035,GBLINFRA,,2018-10-31,112.4,,112.4
INE191P01017,GCM CAPI,,2018-10-31,3.5,,3.5
INE200P01016,GCMCOMM,,2018-10-31,6.19,,6.19
INE064H01021,GEE LTD,,2018-10-31,51.75,,51.75
INE916G01016,GEECEE,GEECEE,2018-10-31,156,154.7,156
INE669X01016,,GEEKAYWIRE,2018-10-31,,38,38
INE263R01010,GEETANJ,,2018-10-31,1.89,,1.89
INE721X01015,GEL,,2018-10-31,50.5,,50.5
INE878C01033,GEMINI COMMU,GEMINI,2018-10-31,1.52,1.2,1.52
INE854S01014,GENCON,,2018-10-31,195,,195
INE727B01026,GENESYS INT.,GENESYS,2018-10-31,292.75,294,294
INE509C01026,GENNEX LAB,,2018-10-31,5.1,,5.1
INE955D01029,GENUS POWER,GENUSPOWER,2018-10-31,80.9,80.9,80.9
INE949P01018,GENUSPAPER,GENUSPAPER,2018-10-31,16.29,16,16.29
INE007B01023,GEOJITFSL,GEOJITFSL,2018-10-31,110.65,110.9,110.9
INE878A01011,GEPIL,GEPIL,2018-10-31,956,944.85,956
INE200A01026,GET&D,GET&D,2018-10-31,434.5,436.15,436.15
INE694X01014,GGENG,,2018-10-31,57.5,,57.5
INE480S01018,GGPL,,2018-10-31,204,,204
INE539A01019,GHCL LTD,GHCL,2018-10-31,325,325,325
INE009U01011,GHUSHINE,,2018-10-31,7.51,,7.51
INE065J01016,GI ENGINERG,GISOLUTION,2018-10-31,3.65,,3.65
INE289B01019,GIC HOUSING,GICHSGFIN,2018-10-31,434.25,434,434.25
INE481Y01014,GICRE,GICRE,2018-10-31,766.15,767.4,767.4
INE918C01011,GILADAFINS,,2018-10-31,41,,41
INE047B01011,GILLA ARBUT,GILLANDERS,2018-10-31,77,77,77
INE322A01010,GILLETTE (I),GILLETTE,2018-10-31,6689.95,6698.8,6698.8
INE548B01018,GINI SILK MI,,2018-10-31,265,,265
INE424C01010,GINNI FIL(PS,GINNIFILA,2018-10-31,38,38.2,38.2
INE310M01010,GIRDHAR. SUG,,2018-10-31,13.04,,13.04
INE346H01014,GITANJALI GE,GITANJALI,2018-10-31,69.45,69.5,69.5
INE776O01018,GITARENEW,,2018-10-31,7.65,,7.65
INE265D01015,GKB OPHTHA,,2018-10-31,127,,127
INE528A01020,,GKWLIMITED,2018-10-31,,646,646
INE159A01016,GLAXOSMITH,GLAXO,2018-10-31,2460,2468.55,2468.55
INE264A01014,GLAXOSMITHKL,GSKCONS,2018-10-31,6798.85,6940,6940
INE804Q01013,GLCL,,2018-10-31,31,,31
INE935A01035,GLENMARK PHA,GLENMARK,2018-10-31,613.1,614.75,614.75
INE540A01017,,GLFL,2018-10-31,,1.9,1.9
INE741B01027,GLITTEK GRAN,,2018-10-31,4.05,,4.05
INE291W01011,,GLOBAL,2018-10-31,,240,240
INE062C01034,GLOBAL CAP.,,2018-10-31,4.84,,4.84
INE446C01013,GLOBAL OFFS,GLOBOFFS,2018-10-31,35.5,35.8,35.8
INE792H01019,GLOBAL VECT,GLOBALVECT,2018-10-31,159.3,159.75,159.75
INE581X01013,,GLOBE,2018-10-31,,44,44
INE064L01015,GLOBUS CON,,2018-10-31,11.95,,11.95
INE774B01028,GLOBUS CORP,,2018-10-31,0.09,,0.09
INE615I01010,GLOBUS SPR,GLOBUSSPR,2018-10-31,142.95,141.95,142.95
INE652C01016,GLOSTER,,2018-10-31,696.7,,696.7
INE146F01020,GMETCOAL,,2018-10-31,31.6,,31.6
INE641R01017,GMLM,,2018-10-31,30.8,,30.8
INE541A01023,GMM PFAUDLER,,2018-10-31,749,,749
INE776C01039,GMR INFRASTR,GMRINFRA,2018-10-31,22.45,22.5,22.5
INE934S01014,GNA,GNA,2018-10-31,457.9,458.95,458.95
INE207H01018,GNRL,,2018-10-31,27.2,,27.2
INE426D01013,GOA CARBON,GOACARBON,2018-10-31,963.2,962.7,963.2
INE077F01035,GOCLCORP,GOCLCORP,2018-10-31,608,628,628
INE362C01012,GODAVARI DRU,,2018-10-31,38.2,,38.2
INE177H01013,GODAWARI POW,GPIL,2018-10-31,566.4,566.6,566.6
INE260B01028,GODFREY PH,GODFRYPHLP,2018-10-31,952.8,953.65,953.65
INE102D01028,GODREJ CONS,GODREJCP,2018-10-31,1090,1071.95,1090
INE233A01035,GODREJ IND,GODREJIND,2018-10-31,614.7,613,614.7
INE484J01027,GODREJ PROP,GODREJPROP,2018-10-31,810.85,809.9,810.85
INE850D01014,GODREJAGRO,GODREJAGRO,2018-10-31,579,579,579
INE516K01024,GOENKA DIAM,GOENKA,2018-10-31,0.52,0.55,0.55
INE642I01014,GOKAK TEXTI,,2018-10-31,53.5,,53.5
INE887G01027,GOKALDAS,GOKEX,2018-10-31,115.5,115.5,115.5
INE020J01029,GOKUL REFOIL,GOKUL,2018-10-31,20.95,21.3,21.3
INE314T01025,GOKULAGRO,GOKULAGRO,2018-10-31,26.35,26.05,26.35
INE204P01026,GOLD LINE,,2018-10-31,11.34,,11.34
INF732E01102,GOLDBEES,GOLDBEES,2018-10-31,2715,2720,2720
INE634J01019,GOLDCOINHF,,2018-10-31,7.28,,7.28
INE505D01014,GOLDCORP,,2018-10-31,58.5,,58.5
INE595D01015,GOLDEN CARPE,,2018-10-31,5.16,,5.16
INE152C01025,GOLDEN GOEN,,2018-10-31,9.15,,9.15
INE239C01012,GOLDEN LAMIN,,2018-10-31,712,,712
INE973A01010,GOLDEN TOB,GOLDENTOBC,2018-10-31,66.65,61.15,66.65
INE025B01017,GOLDIAM INT.,GOLDIAM,2018-10-31,78.75,79.45,79.45
INF109KB1WF4,GOLDIWIN,GOLDIWIN,2018-10-31,279,275.85,279
INE260D01016,GOLDST INFRA,GOLDINFRA,2018-10-31,227,227,227
INE405Y01013,,GOLDSTAR,2018-10-31,,39.5,39.5
INE805A01014,GOLDSTONE EN,GOLDTECH,2018-10-31,15.2,15.9,15.9
INE427D01011,GOLECHA GLOB,,2018-10-31,13.26,,13.26
INE798D01015,GOLKUNDA DIA,,2018-10-31,18.05,,18.05
INE530A01026,GONTER PEIP,,2018-10-31,7.09,,7.09
INE127I01024,GOODLUCK,GOODLUCK,2018-10-31,126,126.35,126.35
INE300A01016,GOODRICKE,,2018-10-31,445.85,,445.85
INE533A01012,GOODYEAR (I),,2018-10-31,1130,,1130
INE136C01036,GOPALA POLY.,,2018-10-31,159.8,,159.8
INE792J01015,GORANI INDUS,,2018-10-31,23.1,,23.1
INE538G01018,GOTHI PLASCO,,2018-10-31,13.3,,13.3
INE011C01015,GOVIND RUBB.,,2018-10-31,20.85,,20.85
INE860T01019,GOVNOW,SABEVENTS,2018-10-31,14.1,14.2,14.2
INE225G01012,GOWRA LEASNG,,2018-10-31,25.85,,25.85
INE545R01010,GPL,,2018-10-31,71.35,,71.35
INE517F01014,GPPL,GPPL,2018-10-31,144.55,145.8,145.8
INE390G01014,GPT INFRA,GPTINFRA,2018-10-31,210,214.5,214.5
INE361K01017,GRADIENTE,,2018-10-31,1.21,,1.21
INE927M01029,GRANDMA TRAD,,2018-10-31,5.04,,5.04
INE101D01020,GRANULES (I),GRANULES,2018-10-31,133.8,133.9,133.9
INE371A01025,GRAPHITE IN.,GRAPHITE,2018-10-31,813.65,812,813.65
INE047A01021,GRASIM IND.,GRASIM,2018-10-31,1166,1167.95,1167.95
INE915E01013,GRATEX INDS.,,2018-10-31,13.87,,13.87
INE266D01021,GRAUER& WEIL,,2018-10-31,68.8,,68.8
INE214F01026,GRAVISS HOSP,,2018-10-31,23.35,,23.35
INE024L01027,GRAVITA,GRAVITA,2018-10-31,176.05,176.45,176.45
INE995A01013,GRAVITY (I),,2018-10-31,4.3,,4.3
INE017A01032,GREAT EASTE,GESHIP,2018-10-31,408.5,408.7,408.7
INE224A01026,GREAVES COTT,GREAVESCOT,2018-10-31,140.5,140.55,140.55
INE414C01029,GREENCREST,,2018-10-31,32.95,,32.95
INE217G01027,,GREENFIRE,2018-10-31,,0.45,0.45
INE461C01038,GREENPLY IND,GREENPLY,2018-10-31,356.5,362.55,362.55
INE999K01014,GREENPOWER,GREENPOWER,2018-10-31,12.3,12.35,12.35
INE985P01012,,GRETEX,2018-10-31,,14.1,14.1
INE536A01023,GRIND NORTON,GRINDWELL,2018-10-31,545,537.5,545
INE192H01012,GRM OVERSEAS,,2018-10-31,290,,290
INE544R01013,GRNLAM IND,GREENLAM,2018-10-31,1250.05,1310,1310
INE646C01018,,GROBTEA,2018-10-31,,1777,1777
INE343C01012,GROVY,,2018-10-31,35.25,,35.25
INE137I01015,GRPLTD,GRPLTD,2018-10-31,1556,1550,1556
INE580B01029,GRUH FINANCE,GRUH,2018-10-31,593.25,593.2,593.25
INE777C01011,GSB FINANCE,,2018-10-31,10.45,,10.45
INE787A01022,GSL NOVA,,2018-10-31,1.39,,1.39
INE871H01011,GSS INFOTECH,GSS,2018-10-31,36.05,35.9,36.05
INE632W01016,GSTL,,2018-10-31,66,,66
INE634D01038,G-TECH INFO.,,2018-10-31,1.93,,1.93
INE221H01019,GTL INFRAST,GTLINFRA,2018-10-31,6.09,6.1,6.1
INE043A01012,GTL LTD.,GTL,2018-10-31,14.55,14.85,14.85
INE537A01013,GTN INDUS,GTNIND,2018-10-31,17.5,18,18
INE302H01017,GTN TEXTILE,GTNTEX,2018-10-31,21.9,21.7,21.9
INE869I01013,GTPL,GTPL,2018-10-31,164.95,164.9,164.95
INE910R01016,GTV,,2018-10-31,27.75,,27.75
INE742B01025,GUFIC BIO SC,GUFICBIO,2018-10-31,125,124.3,125
INE036B01022,GUJ AMB EXP,GAEL,2018-10-31,244,245,245
INE826C01016,GUJ APOIND,GUJAPOLLO,2018-10-31,229,229.05,229.05
INE004C01010,GUJ COTEX,,2018-10-31,3.54,,3.54
INE246F01010,GUJ PETRONET,GSPL,2018-10-31,205,204.85,205
INE186A01019,GUJ.ALKALI,GUJALKALI,2018-10-31,771.45,775.8,775.8
INE705G01021,GUJ.AUTO GE,,2018-10-31,312,,312
INE059C01022,GUJ.BOROSIL,,2018-10-31,126.8,,126.8
INE276I01011,GUJ.CONTAIN.,,2018-10-31,18.23,,18.23
INE372D01019,GUJ.CRAFT IN,,2018-10-31,47.7,,47.7
INE538A01037,GUJ.FLOURO,GUJFLUORO,2018-10-31,849,850,850
INE587F01017,GUJ.FOILS,,2018-10-31,14.8,,14.8
INE621C01011,GUJ.HOTELS,,2018-10-31,130,,130
INE162A01010,GUJ.IND.POW.,GIPCL,2018-10-31,121.65,121.7,121.7
INE877E01015,GUJ.INTRUX,,2018-10-31,120.75,,120.75
INE373D01017,GUJ.INVESTA,,2018-10-31,3.57,,3.57
INE131A01031,GUJ.MINERAL,GMDCLTD,2018-10-31,149.6,149.8,149.8
INE113A01013,GUJ.NARMADA,GNFC,2018-10-31,486,486,486
INE110D01013,GUJ.NRE COKE,GUJNRECOKE,2018-10-31,1.28,1.3,1.3
INE636P01011,GUJ.PETRO,,2018-10-31,33.2,,33.2
INE610B01024,GUJ.RAFFIA,GUJRAFFIA,2018-10-31,82.95,83,83
INE542A01039,GUJ.SIDH.CEM,GSCLCEMENT,2018-10-31,34.25,34.2,34.25
INE026A01025,GUJ.ST.FERT,GSFC,2018-10-31,146.2,146.5,146.5
INE499G01013,GUJ.TERC LAB,,2018-10-31,14.5,,14.5
INE942C01029,GUJ.THEMIS.,,2018-10-31,52.9,,52.9
INE541F01022,GUJARATPOLY,,2018-10-31,14.14,,14.14
INE218N01013,GUJCHEM DIST,,2018-10-31,109.5,,109.5
INE844O01022,GUJGAS,GUJGASLTD,2018-10-31,862,865,865
IN9110D01011,GUJNREBNDVR,GUJNREDVR,2018-10-31,1.29,1.3,1.3
INE635Q01029,GULFOIL LUB,GULFOILLUB,2018-10-31,910,917.9,917.9
INE586G01017,GULFPETRO,GULFPETRO,2018-10-31,83.9,83.7,83.9
INE256D01014,GULSHAN CHEM,,2018-10-31,2.99,,2.99
INE255D01024,GULSHAN POLY,GULPOLY,2018-10-31,84.45,84.85,84.85
INE251H01024,GVK POWERINF,GVKPIL,2018-10-31,21.25,21.25,21.25
INE482J01021,GYSCOAL,GAL,2018-10-31,9.15,9.3,9.3
INE950C01014,H.P.COTTON,,2018-10-31,39.6,,39.6
INE731B01010,H.S.(I) LTD.,,2018-10-31,12.49,,12.49
INE506D01020,HALDYN GLASS,,2018-10-31,44.55,,44.55
INE648H01013,HANUNG TOYS,HANUNG,2018-10-31,3.95,4,4
INE681F01018,HAR.LEATHER,,2018-10-31,55.8,,55.8
INE722D01015,HARDCASTLE,,2018-10-31,469.95,,469.95
INE493N01012,HARIA APL,,2018-10-31,3.62,,3.62
INE772B01014,HARIA EXPORT,,2018-10-31,4.4,,4.4
INE939D01015,HARITA SEAT,HARITASEAT,2018-10-31,990.25,999.7,999.7
INE400G01011,HARIYANA SH.,,2018-10-31,91.8,,91.8
INE544A01019,HARR.MALAYAL,HARRMALAYA,2018-10-31,86.6,87.3,87.3
INE928H01019,HARYA CAPFIN,,2018-10-31,56,,56
INE982F01036,HATHWAY CAB,HATHWAY,2018-10-31,41.5,41.6,41.6
INE473B01035,HATSUN AGRO,HATSUN,2018-10-31,813,811.5,813
INE176B01034,HAVELLSINDIA,HAVELLS,2018-10-31,547.95,540,547.95
INE230I01018,HAWAENG,,2018-10-31,74.6,,74.6
INE979B01015,HAWKINS COOK,,2018-10-31,3159,,3159
INE550F01023,HAZ MUL PRO,,2018-10-31,0.99,,0.99
INE640B01013,HB ESTATE DE,,2018-10-31,24,,24
INE549B01016,HB LEAS.PUB,,2018-10-31,3.51,,3.51
INE638B01017,HB PORTFOLIO,,2018-10-31,40.6,,40.6
INE550B01014,HB STOCKHOL.,HBSTOCK,2018-10-31,48.95,49.5,49.5
INE292B01021,HBL P SYS,HBLPOWER,2018-10-31,62.85,62.7,62.85
INE075I01017,HCG,HCG,2018-10-31,352,353.8,353.8
INE236A01020,HCL INFOSYS,HCL-INSYS,2018-10-31,54.8,54.9,54.9
INE860A01027,HCL TECHNO,HCLTECH,2018-10-31,1014.7,1017.9,1017.9
INE001A01036,HDFC,HDFC,2018-10-31,1962.8,1963.05,1963.05
INE040A01026,HDFC BANK,HDFCBANK,2018-10-31,2011.9,2013.5,2013.5
INE795G01014,HDFCLIFE,HDFCLIFE,2018-10-31,433,432.9,433
INF179K01CN1,HDFCMFGETF,HDFCMFGETF,2018-10-31,2775.99,2780.05,2780.05
INF179KB1KP3,HDFCNIFETF,HDFCNIFETF,2018-10-31,,1131.98,1131.98
INF179KB1KQ1,,HDFCSENETF,2018-10-31,,3598.5,3598.5
INE545A01016,HEG LIMITED,HEG,2018-10-31,2914.6,2915,2915
INE578A01017,HEIDEL CEM,HEIDELBERG,2018-10-31,157.9,157.75,157.9
INE930A01010,HEMANG,,2018-10-31,10,,10
INE422G01015,HEMORGANIC,,2018-10-31,14.6,,14.6
INF179KB1V39,HEOF1100RG,,2018-10-31,9.56,,9.56
INF179KB1T90,HEOF1126RD,,2018-10-31,11.17,,11.17
INF179KB1T82,HEOF1126RG,,2018-10-31,10.5,,10.5
INE688E01024,HERC.HOISTS,HERCULES,2018-10-31,143.25,142.8,143.25
INE978A01027,HERITGFOOD,HERITGFOOD,2018-10-31,767.9,768,768
INE158A01026,HEROMOTOCO,HEROMOTOCO,2018-10-31,3745.5,3747.9,3747.9
INE782E01017,HESTER BISC,HESTERBIO,2018-10-31,1617,1620,1620
INE750M01017,HEXATRADEX,HEXATRADEX,2018-10-31,70.9,71,71
INE093A01033,HEXAWARE TEC,HEXAWARE,2018-10-31,386.3,386,386.3
INF179KA18O7,HFEFBRG,,2018-10-31,12.24,,12.24
INE170I01016,HGSL,HGS,2018-10-31,937.05,939,939
INF179KB1W95,HHOF1140RD,,2018-10-31,9.3,,9.3
INF179KB1W87,HHOF1140RG,,2018-10-31,9.82,,9.82
INE783E01015,HIGH ENERGY,,2018-10-31,498.3,,498.3
INE319M01011,HIGH STREET,,2018-10-31,9.88,,9.88
INE361M01021,HIGHGROUND,HIGHGROUND,2018-10-31,14.55,14.5,14.55
INE475B01022,HIKAL LTD.,HIKAL,2018-10-31,223.8,225.35,225.35
INE557A01011,HIL,HIL,2018-10-31,1794.6,1790,1794.6
INE788H01017,HILTON MET,HILTON,2018-10-31,39.05,39,39.05
INE723D01021,HIM.FIBRES,,2018-10-31,6.8,,6.8
INE548A01028,HIMACHAL FUT,HFCL,2018-10-31,29.95,30,30
INE552B01010,HIMALAYA INT,,2018-10-31,42,,42
INE049A01027,HIMAT.SEIDE,HIMATSEIDE,2018-10-31,363.2,364.65,364.65
INE227B01019,HIND ALUMIN,,2018-10-31,149.8,,149.8
INE832D01020,HIND MILLS,,2018-10-31,326.1,,326.1
INE030A01027,HIND UNI LT,HINDUNILVR,2018-10-31,1398,1400,1400
INE310C01029,HIND.COMPOSI,HINDCOMPOS,2018-10-31,487,483.05,487
INE549A01026,HIND.CONSTN.,HCC,2018-10-31,40.05,40.1,40.1
INE531E01026,HIND.COPPER,HINDCOPPER,2018-10-31,86.8,86.75,86.8
INE551A01022,HIND.DORR,HINDDORROL,2018-10-31,7.94,8,8
INE806J01013,HIND.FLUROCA,,2018-10-31,14.92,,14.92
INE254N01018,HIND.FOODS,,2018-10-31,455,,455
INE724D01011,HIND.HARDY,,2018-10-31,104,,104
INE253A01025,HIND.MOTORS,HINDMOTORS,2018-10-31,9,9,9
